vid,uid,split,fid,exp
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_couch_2,train,1,The farbic couch.
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_couch_3,train,1,The object behind the sounding man.
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_man_1,train,0,The man singing a song.
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_ukulele_1,train,2,The ukulele held by a man.
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_ukulele_2,train,2,The first object to make a sound.
B7EgrbLf8-Q_11000_21000,B7EgrbLf8-Q_11000_21000_ukulele_3,train,2,The sounding object near the man.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_couch_1,train,2,The couch under the man.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_couch_2,train,2,couch.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_couch_3,train,2,The couch behind the man.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_guitar_1,train,0,The object making the lowest sound.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_guitar_2,train,0,The object making a sound by being played by the man.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_guitar_3,train,0,The sounding guitar.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_man_1,train,1,The object making a sound by singing.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_man_2,train,1,The object making the fastest rhythm.
B7EgrbLf8-Q_50000_60000,B7EgrbLf8-Q_50000_60000_man_3,train,1,The sounding man.
B8Y9XsgRTco_100000_110000,B8Y9XsgRTco_100000_110000_saxophone_1,train,2,The person with curly hair and playing saxophone.
B8Y9XsgRTco_100000_110000,B8Y9XsgRTco_100000_110000_saxophone_2,train,0,The saxophone near the man on the right side.
B8Y9XsgRTco_100000_110000,B8Y9XsgRTco_100000_110000_saxophone_3,train,0,The object making a sound by being played by the man with short hair.
B8Y9XsgRTco_120000_130000,B8Y9XsgRTco_120000_130000_saxophone_1,train,2,The object making a sound by being played by the man with curly hair.
B8Y9XsgRTco_120000_130000,B8Y9XsgRTco_120000_130000_saxophone_2,train,0,The object making a sound by being played by a man on the right.
B8Y9XsgRTco_120000_130000,B8Y9XsgRTco_120000_130000_saxophone_3,train,0,The object making a sound by being played by the man in shorter hair.
B8Y9XsgRTco_265000_275000,B8Y9XsgRTco_265000_275000_saxophone_1,train,0,The object making a sound by being played by the man on the right.
B8Y9XsgRTco_265000_275000,B8Y9XsgRTco_265000_275000_saxophone_2,train,0,The saxophone played by a man on the right.
B8Y9XsgRTco_265000_275000,B8Y9XsgRTco_265000_275000_saxophone_3,train,0,The object making a sound by being played by the man wearing glasses.
B8Y9XsgRTco_320000_330000,B8Y9XsgRTco_320000_330000_saxophone_1,train,0,The sounding object.
B8Y9XsgRTco_320000_330000,B8Y9XsgRTco_320000_330000_saxophone_2,train,0,The sounding object on the right of the bassoon.
B8Y9XsgRTco_320000_330000,B8Y9XsgRTco_320000_330000_saxophone_3,train,0,The object making a sound by being played by the man on the right.
B8Y9XsgRTco_464000_474000,B8Y9XsgRTco_464000_474000_man_1,val,1,The object on the left making a sound by playing an instrument.
B8Y9XsgRTco_464000_474000,B8Y9XsgRTco_464000_474000_saxophone_1,val,4,The sounding saxophone on the left
B8Y9XsgRTco_464000_474000,B8Y9XsgRTco_464000_474000_saxophone_2,val,3,The object making a sound by being played by the man on the right.
B8Y9XsgRTco_464000_474000,B8Y9XsgRTco_464000_474000_saxophone_3,val,5,The object making the loudest sound.
B8Y9XsgRTco_70000_80000,B8Y9XsgRTco_70000_80000_saxophone_1,train,0,The object making a sound by being played by the man on the right.
B8Y9XsgRTco_70000_80000,B8Y9XsgRTco_70000_80000_saxophone_2,train,0,The object making a sound by being played by the man whose hair is smoother than the hair of the other man.
B8Y9XsgRTco_70000_80000,B8Y9XsgRTco_70000_80000_saxophone_3,train,0,The object making a sound by being played by the straight hair.
B8Y9XsgRTco_71000_81000,B8Y9XsgRTco_71000_81000_saxophone_1,train,0,The saxophone near the man on the right side.
B8Y9XsgRTco_71000_81000,B8Y9XsgRTco_71000_81000_saxophone_2,train,3,The object making a sound by being played by the man on the left.
B8Y9XsgRTco_71000_81000,B8Y9XsgRTco_71000_81000_saxophone_3,train,3,The saxophone played by the man on the right.
BA5ecV0AL6E_47000_57000,BA5ecV0AL6E_47000_57000_drum_1,train,0,The last object to make a sound.
BA5ecV0AL6E_47000_57000,BA5ecV0AL6E_47000_57000_drum_2,train,0,The object making lower sound than the marimba.
BA5ecV0AL6E_47000_57000,BA5ecV0AL6E_47000_57000_drum_3,train,2,The biggest drum.
BA5ecV0AL6E_47000_57000,BA5ecV0AL6E_47000_57000_marimba_2,train,8,The object making louder sound than the drum.
BA5ecV0AL6E_67000_77000,BA5ecV0AL6E_67000_77000_drum_1,train,0,The soundning object near the man on the left
BA5ecV0AL6E_67000_77000,BA5ecV0AL6E_67000_77000_drum_2,train,0,The object making the slowest rhythm.
BA5ecV0AL6E_67000_77000,BA5ecV0AL6E_67000_77000_drum_3,train,1,The sounding object on the left of the marimba.
BA5ecV0AL6E_67000_77000,BA5ecV0AL6E_67000_77000_man_1,train,7,The man playing a drum.
BChCcJILzLA_45000_55000,BChCcJILzLA_45000_55000_ukulele_1,train,1,The object making a sound by being played by the man.
BChCcJILzLA_45000_55000,BChCcJILzLA_45000_55000_ukulele_2,train,1,The sounding object near the sounding man.
BChCcJILzLA_45000_55000,BChCcJILzLA_45000_55000_ukulele_3,train,1,The object making the fastest rhythm.
BFR4_A4Ia1s_439000_449000,BFR4_A4Ia1s_439000_449000_razor_1,train,0,The sounding object.
BFR4_A4Ia1s_439000_449000,BFR4_A4Ia1s_439000_449000_razor_2,train,0,The object making a sound by shaving the moustache.
BFR4_A4Ia1s_439000_449000,BFR4_A4Ia1s_439000_449000_razor_3,train,0,The object that keeps making sound at all times.
BGYgz_cMCYE_100000_110000,BGYgz_cMCYE_100000_110000_flute_1,val,0,The object making a sound by being played by the woman.
BGYgz_cMCYE_100000_110000,BGYgz_cMCYE_100000_110000_flute_2,val,0,The object that keeps making sound at all times.
BGYgz_cMCYE_100000_110000,BGYgz_cMCYE_100000_110000_flute_3,val,0,The object making the loudest sound.
BKExZZNvzJQ_50000_60000,BKExZZNvzJQ_50000_60000_keyboard_1,train,0,The object making the longest sound duration.
BKExZZNvzJQ_50000_60000,BKExZZNvzJQ_50000_60000_keyboard_2,train,0,The sounding object.
BKExZZNvzJQ_50000_60000,BKExZZNvzJQ_50000_60000_keyboard_3,train,0,The object making a sound by being tapped with fingers.
BLBPsHyCrYE_212000_222000,BLBPsHyCrYE_212000_222000_pipa_1,train,0,The sounding object.
BLBPsHyCrYE_212000_222000,BLBPsHyCrYE_212000_222000_pipa_2,train,0,The object making the loudest sound.
BLBPsHyCrYE_212000_222000,BLBPsHyCrYE_212000_222000_pipa_3,train,0,The sounding object in front of the old man.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_cello_1,train,1,The object making a sound by being played by the man seated.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_cello_2,train,1,The sounding object on the right of the violin.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_cello_3,train,1,The object making a sound by being played by the person on the right.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_violin_1,train,0,The object making a sound by being played by the man standing.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_violin_2,train,0,The object making a sound by being played by the standing person.
BM_vs4GO6YE_147000_157000,BM_vs4GO6YE_147000_157000_violin_3,train,0,The object making a sound by being played by the person on the left.
BM_vs4GO6YE_237000_247000,BM_vs4GO6YE_237000_247000_cello_2,train,1,The object making a sound by being played by the sitting man.
BM_vs4GO6YE_237000_247000,BM_vs4GO6YE_237000_247000_violin_1,train,0,The object making the slowest rhythm.
BM_vs4GO6YE_237000_247000,BM_vs4GO6YE_237000_247000_violin_2,train,0,The object making a sound by being played by the standing man.
BM_vs4GO6YE_237000_247000,BM_vs4GO6YE_237000_247000_violin_3,train,0,The object making a sound by being played by the man on the left.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_cello_1,train,0,The object making a sound by being played by the sitting man.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_cello_2,train,0,The object making a sound by being played by the man on the right.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_cello_3,train,0,The object held by the man seated.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_violin_1,train,1,The object making a sound by being played by the standing man.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_violin_2,train,1,The object making a sound by being played by the man on the left.
BM_vs4GO6YE_34000_44000,BM_vs4GO6YE_34000_44000_violin_3,train,1,The object held by the man standing.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_cello_1,train,1,The sounding object on the right of the violin.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_cello_2,train,1,The object making a sound by being played by the man on the right.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_cello_3,train,1,The object making a sound by being played by the sitting person.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_violin_1,train,0,The sounding object on the left of the cello.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_violin_2,train,0,The object making a sound by being played by the man on the left.
BM_vs4GO6YE_417000_427000,BM_vs4GO6YE_417000_427000_violin_3,train,0,The object making a sound by being played by the standing person.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_cello_1,train,1,The object making a sound by being played by the man on the right.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_cello_2,train,1,The sounding object on the right of the violin.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_cello_3,train,1,The object making a sound by being played by the man seated.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_violin_1,train,0,The object making a sound by being played by the man on the left.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_violin_2,train,0,The object making a sound by being played by the standing person.
BM_vs4GO6YE_437000_447000,BM_vs4GO6YE_437000_447000_violin_3,train,0,The sounding object near the man on the left.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_boy_1,train,0,The object making a sound by singing and playing the ukulele.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_boy_2,train,0,The object wearing an earphone.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_boy_3,train,0,The object that making a sound after the ukulele.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_ukulele_1,train,1,The object making a sound by being played by the boy.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_ukulele_2,train,1,The object held by the boy.
BMpglCu63hw_10000_20000,BMpglCu63hw_10000_20000_ukulele_3,train,1,The first object to make a sound.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_boy_1,train,0,boy.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_boy_2,train,0,The person that didn't make any sound.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_boy_3,train,0,The object in red.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_girl_1,train,2,The object making a sound by singing.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_girl_2,train,2,The girl on the left of the boy.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_girl_3,train,2,The object making the lowest sound.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_guitar_1,train,3,The sounding object in front of the girl.
BOPZsLAp1_o_25000_35000,BOPZsLAp1_o_25000_35000_guitar_2,train,3,The object making the longest sound duration.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_boy_1,train,2,The boy on the right of the girl.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_boy_2,train,2,The object making a sound by playing the guitar.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_boy_3,train,2,The person in red and playing the guitar.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_girl_1,train,3,The object making a sound by sing a song.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_girl_2,train,3,The object making a sound by singing and playing the guitar.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_girl_3,train,3,The person in black and playing the guitar.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_guitar_1,train,0,The guitar being played by a boy.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_guitar_2,train,0,The sounding object in front of the boy.
BOPZsLAp1_o_85000_95000,BOPZsLAp1_o_85000_95000_guitar_3,train,0,The sounding object on the right of the woman.
BPN6ShCDhHQ_35000_45000,BPN6ShCDhHQ_35000_45000_pipa_1,train,0,The object making a sound by being played by the woman.
BPN6ShCDhHQ_35000_45000,BPN6ShCDhHQ_35000_45000_pipa_2,train,0,The sounding object.
BPN6ShCDhHQ_35000_45000,BPN6ShCDhHQ_35000_45000_pipa_3,train,0,The object that keeps making sound at all times.
BPjs3yLMbU4_16000_26000,BPjs3yLMbU4_16000_26000_pipa_1,train,1,The object making a sound by being played by the woman on the left.
BPjs3yLMbU4_16000_26000,BPjs3yLMbU4_16000_26000_pipa_2,train,1,The sounding object on the left of the guzheng.
BPjs3yLMbU4_16000_26000,BPjs3yLMbU4_16000_26000_pipa_3,train,1,The object held by the woman on the left.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_guitar_1,train,2,the sounding guitar on the left.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_guitar_2,train,2,The guitar played by a man.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_man_1,train,0,The object making shorter sound duration than the woman.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_man_2,train,0,The object volume is lower over the time.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_woman_1,train,1,the object making the loudest sound.
BQRMH9h_gCE_260000_270000,BQRMH9h_gCE_260000_270000_woman_2,train,1,The object volume is louder over the time.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_guitar_1,train,0,The guitar being held by a woman.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_guitar_2,train,0,The guitar being played by a woman.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_man_1,train,3,man.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_man_2,train,3,The man on the left of the woman.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_woman_1,train,1,woman.
BQRMH9h_gCE_60000_70000,BQRMH9h_gCE_60000_70000_woman_2,train,1,The woman on the right of the man.
BRpq84BGE1o_15000_25000,BRpq84BGE1o_15000_25000_pipa_1,train,0,The object making a sound by being played by the woman on the left.
BRpq84BGE1o_15000_25000,BRpq84BGE1o_15000_25000_pipa_2,train,0,The object making shorter sound duration than the guzheng.
BRpq84BGE1o_15000_25000,BRpq84BGE1o_15000_25000_pipa_3,train,0,The object making lower sound than the guzheng.
BRpq84BGE1o_2000_12000,BRpq84BGE1o_2000_12000_pipa_1,train,0,The object making a sound by being played by the woman on the left.
BRpq84BGE1o_2000_12000,BRpq84BGE1o_2000_12000_pipa_2,train,0,The sounding object on the left of the sounding guzheng.
BRpq84BGE1o_2000_12000,BRpq84BGE1o_2000_12000_pipa_3,train,0,The sounding object near the woman on the left.
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_couch_1,train,0,The object seated by the man.
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_couch_2,train,0,The black couch
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_couch_3,train,0,The object behind the sounding man playing handpan.
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_handpan_1,train,2,The sounding object.
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_handpan_2,train,2,The handpan being played by a man.
BSkcM4ScyEs_90000_100000,BSkcM4ScyEs_90000_100000_handpan_3,train,2,The object that keeps making sound at all times.
BT7-5WW6qxk_120000_130000,BT7-5WW6qxk_120000_130000_cello_1,train,0,The object making the loudest sound.
BT7-5WW6qxk_120000_130000,BT7-5WW6qxk_120000_130000_cello_2,train,0,The object that making a sound after the piano.
BT7-5WW6qxk_120000_130000,BT7-5WW6qxk_120000_130000_cello_3,train,0,The object making a sound by being played by the man on the left.
BT7-5WW6qxk_120000_130000,BT7-5WW6qxk_120000_130000_piano_1,train,1,The object making the fastest rhythm.
BT7-5WW6qxk_120000_130000,BT7-5WW6qxk_120000_130000_piano_2,train,1,The first object to make a sound.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_girl_1,train,0,The first object to make a sound.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_girl_2,train,0,The object making a sound by singing and playing the ukulele.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_girl_3,train,0,The object making the loudest sound.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_ukulele_1,train,1,The object making the shortest sound duration.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_ukulele_2,train,1,The object making a sound by being played by the girl.
BWkKeep26IE_5000_15000,BWkKeep26IE_5000_15000_ukulele_3,train,1,The last object to make a sound.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_girl_1,train,0,The first object to make a sound.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_girl_2,train,0,The sounding object on the right of the ukulele.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_girl_3,train,0,The object making the loudest sound.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_ukulele_1,train,1,The object making a sound by being played by the man.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_ukulele_2,train,1,The object making a sound by being played by the person on the left.
BcV_knJeRSE_15000_25000,BcV_knJeRSE_15000_25000_ukulele_3,train,1,The object held by the man.
BiW7gLpDzdE_61000_71000,BiW7gLpDzdE_61000_71000_pipa_1,train,1,The sounding object in front of the woman.
BiW7gLpDzdE_61000_71000,BiW7gLpDzdE_61000_71000_pipa_2,train,1,The object that keeps making sound at all times.
BiW7gLpDzdE_61000_71000,BiW7gLpDzdE_61000_71000_pipa_3,train,1,The sounding object.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_girl_1,train,0,The object making the loudest sound.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_girl_2,train,0,The object making a sound by talking and singing.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_girl_3,train,0,The girl speaking and singing.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_ukulele_1,train,1,the object making a sound by being played by the person on the right.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_ukulele_2,train,1,The object making a sound by being played by the man.
Bpu0TIXzI1w_1000_11000,Bpu0TIXzI1w_1000_11000_ukulele_3,train,1,The ukulele held by the man.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_dog_1,train,0,The object making a sound by bite the hair dryer.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_dog_2,train,0,The sounding object on the right of the hairdrier.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_dog_3,train,0,The object making a sound by biting the hair-dryer.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_hair-dryer_1,train,1,The sounding hair-dryer.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_hair-dryer_2,train,1,The sounding object on the left of the dog.
Bq_d0kJRs4k_115000_125000,Bq_d0kJRs4k_115000_125000_hair-dryer_3,train,1,The object making longer sound duration than the dog.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_dog_1,train,0,The dog near the sounding hair dryer.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_dog_2,train,0,The last object to make a sound.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_dog_3,train,0,The object being blown by the hair-dryer.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_hair-dryer_1,train,1,The sounding hair-dryer.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_hair-dryer_2,train,1,The object that keeps making sound at all times.
Bq_d0kJRs4k_149000_159000,Bq_d0kJRs4k_149000_159000_hair-dryer_3,train,1,The first object to make a sound.
Br7OOHUUj7M_129000_139000,Br7OOHUUj7M_129000_139000_piano_1,train,2,The object making the continuous sound.
Br7OOHUUj7M_129000_139000,Br7OOHUUj7M_129000_139000_piano_2,train,2,The object making faster rhythm than the woman.
Br7OOHUUj7M_129000_139000,Br7OOHUUj7M_129000_139000_woman_1,train,0,The object making a sound by singing and playing.
Br7OOHUUj7M_129000_139000,Br7OOHUUj7M_129000_139000_woman_2,train,0,The object making a sound by whistling.
Br7OOHUUj7M_40000_50000,Br7OOHUUj7M_40000_50000_piano_1,train,3,The first object to make a sound.
Br7OOHUUj7M_40000_50000,Br7OOHUUj7M_40000_50000_piano_2,train,4,The object making a sound by being played by the woman.
Br7OOHUUj7M_40000_50000,Br7OOHUUj7M_40000_50000_woman_1,train,0,The object making a sound by singing and playing piano.
Br7OOHUUj7M_40000_50000,Br7OOHUUj7M_40000_50000_woman_2,train,0,The object making a sound by singing.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_couch_1,train,2,The couch behind the man.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_couch_3,train,2,The couch sit by a man.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_guitar_1,train,0,The object making the fastest rhythm.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_guitar_2,train,0,The guitar being played by a man.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_man_1,train,1,The object making the slowest rhythm.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_man_2,train,1,The object making the loudest sound.
BsMAcew4Bbw_115000_125000,BsMAcew4Bbw_115000_125000_man_3,train,1,The man singing a song.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_girl_1,train,0,The object holding a ukulele.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_girl_2,train,0,The object making a sound by singing a song.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_girl_3,train,0,The sounding object behind the ukulele.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_ukulele_1,train,1,The object being held by a girl.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_ukulele_2,train,1,The object making a sound by being played by the girl.
Bsvt3Ee6eyE_0_10000,Bsvt3Ee6eyE_0_10000_ukulele_3,train,1,The sounding object in front of the girl.
Bx8SkE_Re68_11000_21000,Bx8SkE_Re68_11000_21000_sitar_1,train,0,The first object to make a sound.
Bx8SkE_Re68_11000_21000,Bx8SkE_Re68_11000_21000_sitar_2,train,0,The object that keeps making sound at all times.
Bx8SkE_Re68_11000_21000,Bx8SkE_Re68_11000_21000_sitar_3,train,0,The object making a sound by being played by the person on the left.
Bx8SkE_Re68_117000_127000,Bx8SkE_Re68_117000_127000_sitar_1,train,0,The object making a sound by being played by the man on the left.
Bx8SkE_Re68_117000_127000,Bx8SkE_Re68_117000_127000_sitar_2,train,0,The object making a sound by being played by the person in blue.
Bx8SkE_Re68_117000_127000,Bx8SkE_Re68_117000_127000_sitar_3,train,0,The sounding object in front of the man in blue.
Bx8SkE_Re68_134000_144000,Bx8SkE_Re68_134000_144000_sitar_1,train,0,The object making a sound by being played by the person on the left.
Bx8SkE_Re68_134000_144000,Bx8SkE_Re68_134000_144000_sitar_2,train,0,The object making a sound by being played by the person in green.
Bx8SkE_Re68_134000_144000,Bx8SkE_Re68_134000_144000_sitar_3,train,0,The object being held by the person on the left.
Bx8SkE_Re68_43000_53000,Bx8SkE_Re68_43000_53000_sitar_1,train,0,The object making the loudest sound.
Bx8SkE_Re68_43000_53000,Bx8SkE_Re68_43000_53000_sitar_2,train,0,The sitar being held by the man on the left
Bx8SkE_Re68_43000_53000,Bx8SkE_Re68_43000_53000_sitar_3,train,0,The object making a sound by being played by the man on the left.
Bx8SkE_Re68_73000_83000,Bx8SkE_Re68_73000_83000_sitar_1,train,0,The object making a sound by being played by the man on the left.
Bx8SkE_Re68_73000_83000,Bx8SkE_Re68_73000_83000_sitar_2,train,0,The sounding object on the left of the tabla.
Bx8SkE_Re68_73000_83000,Bx8SkE_Re68_73000_83000_sitar_3,train,0,The object making a sound by being played by the man in green.
Bxe6WzMbfAI_5000_15000,Bxe6WzMbfAI_5000_15000_guitar_1,train,0,The sounding object on the left of the singing man.
Bxe6WzMbfAI_5000_15000,Bxe6WzMbfAI_5000_15000_guitar_2,train,0,The object making the fastest rhythm.
Bxe6WzMbfAI_5000_15000,Bxe6WzMbfAI_5000_15000_man_1,train,1,The man playing a guitar.
By-TDl2b2E4_91000_101000,By-TDl2b2E4_91000_101000_woman_1,train,0,The sounding object.
By-TDl2b2E4_91000_101000,By-TDl2b2E4_91000_101000_woman_2,train,0,The object making a sound by speaking.
By-TDl2b2E4_91000_101000,By-TDl2b2E4_91000_101000_woman_3,train,0,The object making the longest sound duration.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_cello_1,train,1,The object making a sound by being played by the man on the right.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_cello_2,train,1,The last object to make a sound.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_cello_3,train,1,The sounding object on the right of the violin.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_violin_1,train,0,The object making a sound by being played by the man on the left.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_violin_2,train,0,The object held by the man standing.
C-4Ac8IQMf0_12000_22000,C-4Ac8IQMf0_12000_22000_violin_3,train,0,The object making a sound by being played by the standing person.
C-4Ac8IQMf0_177000_187000,C-4Ac8IQMf0_177000_187000_cello_1,train,0,The object making a sound by being played by the standing man.
C-4Ac8IQMf0_177000_187000,C-4Ac8IQMf0_177000_187000_cello_2,train,0,The object making a sound by being played by the sitting man.
C-4Ac8IQMf0_177000_187000,C-4Ac8IQMf0_177000_187000_cello_3,train,0,The sounding object on the right of the violin.
C-4Ac8IQMf0_177000_187000,C-4Ac8IQMf0_177000_187000_violin_1,train,1,The object making a sound by being played by the standing man.
C-4Ac8IQMf0_177000_187000,C-4Ac8IQMf0_177000_187000_violin_3,train,1,The sounding object on the left of the cello.
C-4Ac8IQMf0_214000_224000,C-4Ac8IQMf0_214000_224000_cello_1,train,1,The object making a sound by being played by the man on the right.
C-4Ac8IQMf0_214000_224000,C-4Ac8IQMf0_214000_224000_cello_2,train,1,The object making a sound by being played by the bald man.
C-4Ac8IQMf0_214000_224000,C-4Ac8IQMf0_214000_224000_cello_3,train,1,The sounding object in front of the man on the right.
C-4Ac8IQMf0_214000_224000,C-4Ac8IQMf0_214000_224000_violin_1,train,0,The object making a sound by being played by the man on the left.
